OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
306312257,"CHAPA-DE INDIAN HEALTH PROGRAM, INC",030000189,Parent Facility,11670 ATWOOD RD,AUBURN,95603,31,PLACER,Not Applicable,,Open,1979-07-16,Clinic,Community Clinic,38.93485000,-121.09873000
306312304,RAI - HARDING BLVD. - ROSEVILLE,110000449,Parent Facility,218 HARDING BLVD,ROSEVILLE,95678,31,PLACER,Not Applicable,,Open,1982-01-15,Clinic,Chronic Dialysis Clinic,38.74879900,-121.26861600
306312342,PLANNED PARENTHOOD - ROSEVILLE,030000226,Parent Facility,"729 SUNRISE AVE, STE 900",ROSEVILLE,95661,31,PLACER,Not Applicable,,Open,1985-02-07,Clinic,Community Clinic,38.73246000,-121.27187000
306314020,RAI - FAIRWAY - ROCKLIN,110000466,Parent Facility,6000 FAIRWAY DR,ROCKLIN,95677,31,PLACER,Not Applicable,,Open,1995-05-22,Clinic,Chronic Dialysis Clinic,38.79191000,-121.26253000
306314034,RAI - SECRET RAVINE PARKWAY - ROSEVILLE,110000526,Parent Facility,1451 SECRET RAVINE PKWY,ROSEVILLE,95661,31,PLACER,Not Applicable,,Open,2004-12-01,Clinic,Chronic Dialysis Clinic,38.76447000,-121.24365000
306314036,AUBURN DIALYSIS,110000450,Parent Facility,3126 PROFESSIONAL DR,AUBURN,95603,31,PLACER,Not Applicable,,Open,2004-08-11,Clinic,Chronic Dialysis Clinic,38.94089000,-121.10076000
306314044,RAI - STERLING PARKWAY - LINCOLN,550001257,Parent Facility,811 STERLING PKWY,LINCOLN,95648,31,PLACER,Not Applicable,,Open,2009-11-10,Clinic,Chronic Dialysis Clinic,38.87128000,-121.29603000
306314050,WELLSPACE HEALTH ROSEVILLE COMMUNITY HEALTH CENTER,550002165,Parent Facility,5 MEDICAL PLAZA DR,ROSEVILLE,95661,31,PLACER,Not Applicable,,Open,2012-12-21,Clinic,Community Clinic,38.76504470,-121.24764560
306314052,ROSEVILLE DIALYSIS,550002832,Parent Facility,1836 SIERRA GARDENS DR,ROSEVILLE,95661,31,PLACER,Not Applicable,,Open,2014-10-07,Clinic,Chronic Dialysis Clinic,38.74717000,-121.26060000
306314054,SIERRA PREGNANCY & HEALTH,550003704,Parent Facility,1212 COLOMA WAY,ROSEVILLE,95661,31,PLACER,Not Applicable,,Open,2016-11-03,Clinic,Community Clinic,38.73675000,-121.27084000
306330002,PALM SPRINGS DIALYSIS,240000800,Parent Facility,1061 N INDIAN CANYON DR,PALM SPRINGS,92262,33,RIVERSIDE,Not Applicable,,Open,1976-10-18,Clinic,Chronic Dialysis Clinic,33.83709000,-116.54563000
306330061,BLYTHE HEALTH CLINIC,250000024,Parent Facility,321 W HOBSONWAY,BLYTHE,92225,33,RIVERSIDE,Not Applicable,,Open,1980-02-04,Clinic,Community Clinic,33.61041000,-114.59987000
306330135,PLANNED PARENTHOOD - RIVERSIDE CLINIC,250000054,Parent Facility,3772 TIBBETTS ST,RIVERSIDE,92506,33,RIVERSIDE,Not Applicable,,Open,1983-10-04,Clinic,Community Clinic,33.94722000,-117.39889000
306330136,SOBOBA INDIAN HEALTH CLINIC,250000055,Parent Facility,607 DONNA WAY,SAN JACINTO,92583,33,RIVERSIDE,Not Applicable,,Open,1983-11-17,Clinic,Community Clinic,33.78242000,-116.93694000
306330939,VCC: MOBILE VAN,550004110,Parent Facility,21641 BUNDY CANYON RD,WILDOMAR,92595,33,RIVERSIDE,Not Applicable,,Open,2018-01-18,Clinic,Community Clinic,33.62685000,-117.28086000
306331863,RIVERSIDE DIALYSIS CENTER,240000802,Parent Facility,4361 LATHAM ST,RIVERSIDE,92501,33,RIVERSIDE,Not Applicable,,Open,1976-02-23,Clinic,Chronic Dialysis Clinic,34.00207000,-117.37413000
306334002,RAI CORPORATE WAY - PALM DESERT,240000803,Parent Facility,41501 CORPORATE WAY,PALM DESERT,92260,33,RIVERSIDE,Not Applicable,,Open,1987-03-12,Clinic,Chronic Dialysis Clinic,33.74672000,-116.36237000
306334003,KIDNEY INSTITUTE OF THE DESERT,240000804,Parent Facility,81715 DOCTOR CARREON BLVD,INDIO,92201,33,RIVERSIDE,Not Applicable,,Open,1987-03-06,Clinic,Chronic Dialysis Clinic,33.70738000,-116.23828000
306334009,BARBARA SINATRA CHILDREN'S CENTER AT EISENHOWER,250000253,Parent Facility,39000 BOB HOPE DR,RANCHO MIRAGE,92270,33,RIVERSIDE,Not Applicable,,Open,1987-11-01,Clinic,Psychology Clinic,33.76418000,-116.40808000
306334054,DESERT AIDS PROJECT,250000395,Parent Facility,1695 N SUNRISE WAY,PALM SPRINGS,92262,33,RIVERSIDE,Not Applicable,,Open,1991-02-15,Clinic,Community Clinic,33.84459000,-116.52821000
306334104,TEMECULA DIALYSIS CENTER,240000807,Parent Facility,40945 COUNTY CENTER DR,TEMECULA,92591,33,RIVERSIDE,Not Applicable,,Open,1993-10-05,Clinic,Chronic Dialysis Clinic,33.52805000,-117.16052000
306334126,MORENO VALLEY DIALYSIS,240000808,Parent Facility,22620 GOLDENCREST DR,MORENO VALLEY,92553,33,RIVERSIDE,Not Applicable,,Open,1994-06-02,Clinic,Chronic Dialysis Clinic,33.91136000,-117.26798000
306334449,DIAMOND VALLEY DIALYSIS,240000810,Parent Facility,1030 E FLORIDA AVE,HEMET,92543,33,RIVERSIDE,Not Applicable,,Open,1995-07-06,Clinic,Chronic Dialysis Clinic,33.74761000,-116.96109000
306334451,PLANNED PARENTHOOD-RANCHO MIRAGE CENTER,250000602,Parent Facility,71777 SAN JACINTO DR,RANCHO MIRAGE,92270,33,RIVERSIDE,Not Applicable,,Open,1995-07-14,Clinic,Community Clinic,33.74363000,-116.41218000
306334482,BLYTHE DESERT DIALYSIS,240000812,Parent Facility,737 W HOBSONWAY,BLYTHE,92225,33,RIVERSIDE,Not Applicable,,Open,1997-07-01,Clinic,Chronic Dialysis Clinic,33.61029000,-114.60481000
306334485,VALLEY VIEW DIALYSIS CENTER,240000811,Parent Facility,26900 CACTUS AVE,MORENO VALLEY,92555,33,RIVERSIDE,Not Applicable,,Open,1998-05-27,Clinic,Chronic Dialysis Clinic,33.91014000,-117.19223000
306334490,KIDNEY INSTITUTE AT EISENHOWER MEDICAL CENTER,240000813,Parent Facility,39000 BOB HOPE DR,RANCHO MIRAGE,92270,33,RIVERSIDE,Not Applicable,,Open,1998-02-24,Clinic,Chronic Dialysis Clinic,33.76418000,-116.40808000
306334501,FMC DIALYSIS SERVICES RIVERSIDE,240000814,Parent Facility,3470 LA SIERRA AVE,RIVERSIDE,92503,33,RIVERSIDE,Not Applicable,,Open,1999-04-29,Clinic,Chronic Dialysis Clinic,33.89862000,-117.47230000
306334505,EASTSIDE HEALTH CENTER,250000756,Parent Facility,1970 UNIVERSITY AVE,RIVERSIDE,92507,33,RIVERSIDE,Not Applicable,,Open,2000-08-24,Clinic,Community Clinic,33.97556000,-117.35440000
306334508,CENTRO MEDICO COMMUNITY CLINIC,250000762,Parent Facility,1307 W 6TH ST,CORONA,92882,33,RIVERSIDE,Not Applicable,,Open,2001-05-07,Clinic,Community Clinic,33.87864770,-117.58946760
306334519,LAKE ELSINORE DIALYSIS,240000841,Parent Facility,32291 MISSION TRAIL,LAKE ELSINORE,92530,33,RIVERSIDE,Not Applicable,,Open,2002-09-10,Clinic,Chronic Dialysis Clinic,33.65277300,-117.29684440
306334523,RAI - MONROE - INDIO,240000842,Parent Facility,46767 MONROE ST,INDIO,92201,33,RIVERSIDE,Not Applicable,,Open,2002-08-02,Clinic,Chronic Dialysis Clinic,33.70912000,-116.23389000
306334524,PLANNED PARENTHOOD - MORENO VALLEY CENTER,250000777,Parent Facility,12900 FREDERICK ST,MORENO VALLEY,92553,33,RIVERSIDE,Not Applicable,,Open,2002-10-02,Clinic,Community Clinic,33.93295000,-117.26138000
306334534,"CAL OAKS THERAPY CENTER, INC.",250000793,Parent Facility,40974 CALIFORNIA OAKS RD,MURRIETA,92562,33,RIVERSIDE,Not Applicable,,Open,2003-07-21,Clinic,Rehabilitation Clinic,33.56775000,-117.20578000
306334540,BANNING DIALYSIS,240000866,Parent Facility,6090 W RAMSEY ST,BANNING,92220,33,RIVERSIDE,Not Applicable,,Open,2003-11-21,Clinic,Chronic Dialysis Clinic,33.92919000,-116.94352000
306334547,PLANNED PARENTHOOD - COACHELLA VALLEY,250000802,Parent Facility,49111 CA-111,COACHELLA,92236,33,RIVERSIDE,Not Applicable,,Open,2004-06-18,Clinic,Community Clinic,33.69198000,-116.18458000
306334560,RAI E 6TH STREET BEAUMONT,550001103,Parent Facility,1536 E 6TH ST,BEAUMONT,92223,33,RIVERSIDE,Not Applicable,,Open,2009-07-07,Clinic,Chronic Dialysis Clinic,33.92946000,-116.95315000
306334567,MECCA HEALTH CLINIC,550000089,Parent Facility,91275 66TH AVE,MECCA,92254,33,RIVERSIDE,Not Applicable,,Open,2005-11-03,Clinic,Community Clinic,33.56840030,-116.07439210
306334568,MECCA HEALTH CLINIC,250000612,Parent Facility,91275 66TH AVE,MECCA,92254,33,RIVERSIDE,Not Applicable,,Open,2005-11-15,Clinic,Community Clinic,33.56840030,-116.07439210
306334575,MAGNOLIA WEST DIALYSIS,550000177,Parent Facility,11161 MAGNOLIA AVE,RIVERSIDE,92505,33,RIVERSIDE,Not Applicable,,Open,2006-05-12,Clinic,Chronic Dialysis Clinic,33.90281260,-117.47859130
306334577,ARLANZA FAMILY HEALTH CENTER,250000807,Parent Facility,8856 ARLINGTON AVE,RIVERSIDE,92503,33,RIVERSIDE,Not Applicable,,Open,2006-08-05,Clinic,Community Clinic,33.94638000,-117.46726100
306334578,INDIO SURGERY CENTER INC.,550000265,Parent Facility,46900 MONROE ST,INDIO,92201,33,RIVERSIDE,Not Applicable,,Open,2006-08-28,Clinic,Surgical Clinic,33.70784000,-116.23384000
306334581,NORCO DIALYSIS CENTER,550000399,Parent Facility,1901 TOWN AND COUNTRY DR,NORCO,92860,33,RIVERSIDE,Not Applicable,,Open,2007-02-01,Clinic,Chronic Dialysis Clinic,33.92819000,-117.55962000
306334582,"CENTRO MEDICO, CATHEDRAL CITY",550000422,Parent Facility,69175 RAMON RD,CATHEDRAL CITY,92234,33,RIVERSIDE,Not Applicable,,Open,2007-02-06,Clinic,Community Clinic,33.81585000,-116.45658000
306334585,"CENTRO MEDICO, OASIS",550000432,Parent Facility,88775 76TH AVE,THERMAL,92274,33,RIVERSIDE,Not Applicable,,Open,2007-03-20,Clinic,Community Clinic,33.49890000,-116.11723000
306334608,COACHELLA HEALTH CLINIC,550000613,Parent Facility,49111 STATE HWY 111,COACHELLA,92236,33,RIVERSIDE,Not Applicable,,Open,2007-10-30,Clinic,Community Clinic,33.69198000,-116.18458000
306334611,MORENO VALLEY FAMILY HEALTH CENTER,550000802,Parent Facility,22675 ALESSANDRO BLVD,MORENO VALLEY,92553,33,RIVERSIDE,Not Applicable,,Open,2008-10-31,Clinic,Community Clinic,33.91698400,-117.26732800
306334613,CANYON SPRINGS DIALYSIS,550001083,Parent Facility,22555 ALESSANDRO BLVD,MORENO VALLEY,92553,33,RIVERSIDE,Not Applicable,,Open,2009-04-08,Clinic,Chronic Dialysis Clinic,33.91692000,-117.26951000
306334614,THERAPY PROFESSIONALS,250000799,Parent Facility,25405 HANCOCK AVE,MURRIETA,92562,33,RIVERSIDE,Not Applicable,,Open,2008-04-09,Clinic,Rehabilitation Clinic,33.55850980,-117.18583970
306334623,VAN BUREN DIALYSIS,550001440,Parent Facility,3595 VAN BUREN BLVD,RIVERSIDE,92503,33,RIVERSIDE,Not Applicable,,Open,2010-12-20,Clinic,Chronic Dialysis Clinic,33.91699000,-117.44358000
306334625,HEMET DIALYSIS CENTER,240000801,Parent Facility,3050 W FLORIDA AVE,HEMET,92545,33,RIVERSIDE,Not Applicable,,Open,2011-05-19,Clinic,Chronic Dialysis Clinic,33.74736000,-117.00393000
306334631,"LA QUINTA KIDNEY CENTER, LLC",550001444,Parent Facility,43576 WASHINGTON ST,LA QUINTA,92253,33,RIVERSIDE,Not Applicable,,Open,2011-06-20,Clinic,Chronic Dialysis Clinic,33.73202500,-116.30296150
306334634,CATHEDRAL CITY DIALYSIS,550001638,Parent Facility,30885 DATE PALMS DR,CATHEDRAL CITY,92234,33,RIVERSIDE,Not Applicable,,Open,2011-07-26,Clinic,Chronic Dialysis Clinic,33.82423000,-116.45827000
306334643,CENTRAL CITY COMMUNITY HEALTH CENTER,550001963,Parent Facility,1860 HAMNER AVE,NORCO,92860,33,RIVERSIDE,Not Applicable,,Open,2012-06-15,Clinic,Community Clinic,33.90902950,-117.56124370
306334644,RIVERSIDE LIFE SERVICES,550001851,Parent Facility,3727 MCCRAY ST,RIVERSIDE,92506,33,RIVERSIDE,Not Applicable,,Open,2012-07-31,Clinic,Community Clinic,33.94886500,-117.39752760
306334647,MAGNOLIA COMMUNITY HEALTH CENTER,550001876,Parent Facility,9380 MAGNOLIA AVE,RIVERSIDE,92503,33,RIVERSIDE,Not Applicable,,Open,2012-10-02,Clinic,Community Clinic,33.92150310,-117.44436780
306334648,BERMUDA DUNES DIALYSIS,550001918,Parent Facility,78030 WILDCAT DR,PALM DESERT,92211,33,RIVERSIDE,Not Applicable,,Open,2012-10-24,Clinic,Chronic Dialysis Clinic,33.76611510,-116.30335430
306334650,UNIVERSITY COMMUNITY HEALTH CENTER,550001980,Parent Facility,2933 UNIVERSITY AVE,RIVERSIDE,92507,33,RIVERSIDE,Not Applicable,,Open,2012-07-09,Clinic,Community Clinic,33.97775570,-117.36545230
306334651,MURRIETA DIALYSIS CENTER,240000806,Parent Facility,27602 CLINTON KEITH RD,MURRIETA,92562,33,RIVERSIDE,Not Applicable,,Open,2012-09-20,Clinic,Chronic Dialysis Clinic,33.59878140,-117.17780870
306334652,SUN CITY MENIFEE DIALYSIS,550002070,Parent Facility,1702 ILLINOIS AVE,PERRIS,92571,33,RIVERSIDE,Not Applicable,,Open,2012-09-25,Clinic,Chronic Dialysis Clinic,33.74695890,-117.18686200
306334656,CORONA DIALYSIS CENTER,240000805,Parent Facility,2057 COMPTON AVE,CORONA,92881,33,RIVERSIDE,Not Applicable,,Open,2013-05-11,Clinic,Chronic Dialysis Clinic,33.84953400,-117.53597800
306334661,ANZA INDIAN HEALTH CENTER,550002003,Parent Facility,39100 CONTRERAS RD,ANZA,92539,33,RIVERSIDE,Not Applicable,,Open,2013-11-19,Clinic,Community Clinic,33.55407000,-116.67463000
306334664,HEALTH TO HOPE CLINICS,550002415,Parent Facility,2880 HULEN PL,RIVERSIDE,92507,33,RIVERSIDE,Not Applicable,,Open,2013-09-05,Clinic,Community Clinic,33.98692490,-117.35352000
306334665,NEIGHBORHOOD HEALTHCARE - TEMECULA,550000636,Parent Facility,41840 ENTERPRISE CIR N,TEMECULA,92590,33,RIVERSIDE,Not Applicable,,Open,2013-11-18,Clinic,Community Clinic,33.51795000,-117.17007000
306334667,COACHELLA KIDNEY INSTITUTE,550002205,Parent Facility,1413 6TH ST,COACHELLA,92236,33,RIVERSIDE,Not Applicable,,Open,2014-03-06,Clinic,Chronic Dialysis Clinic,33.67826000,-116.17735000
306334672,"CENTRO MEDICO, COACHELLA",550000433,Parent Facility,55497 VAN BUREN ST,THERMAL,92274,33,RIVERSIDE,Not Applicable,,Open,2014-03-20,Clinic,Community Clinic,33.64560520,-116.19882000
306334677,BANNING FAMILY COMMUNITY HEALTH CENTER,550002266,Parent Facility,1070 E RAMSEY ST,BANNING,92220,33,RIVERSIDE,Not Applicable,,Open,2014-05-23,Clinic,Community Clinic,33.92535000,-116.86506000
306334681,INDIO HEALTH CENTER,550002674,Parent Facility,83791 DATE AVE,INDIO,92201,33,RIVERSIDE,Not Applicable,,Open,2014-05-19,Clinic,Community Clinic,33.71132000,-116.20451000
306334683,DESERT HOT SPRINGS HEALTH & WELLNESS CENTER,550002450,Parent Facility,11750 CHOLLA DR,DESERT HOT SPRINGS,92240,33,RIVERSIDE,Not Applicable,,Open,2014-10-24,Clinic,Community Clinic,33.96394000,-116.51327100
306334684,JAY HOFFMAN HEALTH CENTER,550002639,Parent Facility,29490 LAKEVIEW AVE,NUEVO,92567,33,RIVERSIDE,Not Applicable,,Open,2014-10-24,Clinic,Community Clinic,33.81765000,-117.13227000
306334690,DESERT OASIS WOMEN'S HEALTH CENTER,550002702,Parent Facility,1180 N INDIAN CANYON DR,PALM SPRINGS,92262,33,RIVERSIDE,Not Applicable,,Open,2014-12-09,Clinic,Community Clinic,33.83942000,-116.54557000
306334691,ANZA COMMUNITY HEALTH CENTER,550002701,Parent Facility,58581 US HWY 371,ANZA,92539,33,RIVERSIDE,Not Applicable,,Open,2014-12-09,Clinic,Community Clinic,33.55723000,-116.63925000
306334692,DESERT HOT SPRINGS COMMUNITY HEALTH CENTER,550001467,Parent Facility,66675 PIERSON BLVD,DESERT HOT SPRINGS,92240,33,RIVERSIDE,Not Applicable,,Open,2014-01-25,Clinic,Community Clinic,33.96139000,-116.49826000
306334693,ICU MOBILE RIVERSIDE COUNTY,550002785,Parent Facility,22433 STANLEY LN,WILDOMAR,92595,33,RIVERSIDE,Not Applicable,,Open,2015-01-24,Clinic,Community Clinic,33.58555000,-117.26503000
306334694,NEIGHBORHOOD HEALTHCARE - MENIFEE,550002804,Parent Facility,26926 CHERRY HILLS BLVD,MENIFEE,92586,33,RIVERSIDE,Not Applicable,,Open,2014-09-03,Clinic,Community Clinic,33.71055000,-117.19088000
306334702,PEOPLE'S COMMUNITY CLINIC,550002627,Parent Facility,540 N SAN JACINTO ST,HEMET,92543,33,RIVERSIDE,Not Applicable,,Open,2015-03-10,Clinic,Community Clinic,33.75550000,-116.95864000
306334706,HEALTH TO HOPE CLINICS (CVRM),550002869,Parent Facility,47470 VAN BUREN ST,INDIO,92201,33,RIVERSIDE,Not Applicable,,Open,2015-04-21,Clinic,Community Clinic,33.70449000,-116.19814100
306334708,"CENTRAL CITY COMMUNITY HEALTH CENTER, INC.",550003019,Parent Facility,82420 MILES AVE,INDIO,92201,33,RIVERSIDE,Not Applicable,,Open,2015-09-19,Clinic,Community Clinic,33.72121000,-116.22653000
306334709,CORONA LIFE SERVICES,550002786,Parent Facility,623 N MAIN ST,CORONA,92880,33,RIVERSIDE,Not Applicable,,Open,2015-07-15,Clinic,Community Clinic,33.88843000,-117.56428000
306334722,NEIGHBORHOOD HEALTH CARE - DEVONSHIRE AVE,550003562,Parent Facility,903 E DEVONSHIRE AVE,HEMET,92543,33,RIVERSIDE,Not Applicable,,Open,2016-07-06,Clinic,Community Clinic,33.75116000,-116.96275000
306334726,FRESENIUS MEDICAL CARE MORENO VALLEY,550003477,Parent Facility,27420 IRIS AVE,MORENO VALLEY,92555,33,RIVERSIDE,Not Applicable,,Open,2016-04-11,Clinic,Chronic Dialysis Clinic,33.89556000,-117.18501000
306334727,HEMET MEDICAL AND DENTAL CENTER,550003373,Parent Facility,1023 E. FLORIDA AVENUE,HEMET,92543,33,RIVERSIDE,Not Applicable,,Open,2016-02-04,Clinic,Community Clinic,33.74755000,-116.96163000
306334728,VCC: LAKE ELSINORE,550003478,Parent Facility,30195 FRASER DR,LAKE ELSINORE,92530,33,RIVERSIDE,Not Applicable,,Open,2016-10-20,Clinic,Community Clinic,33.68451000,-117.36790000
306334730,NCHS PERRIS HEALTH CENTER,550003541,Parent Facility,1675 N. PERRIS BLVD.,PERRIS,92571,33,RIVERSIDE,Not Applicable,,Open,2016-06-15,Clinic,Community Clinic,33.80293000,-117.22601000
306334731,HEALTH TO HOPE CLINICS - MOBILE UNIT 2,550003280,Parent Facility,2880 HULEN PLACE,RIVERSIDE,92507,33,RIVERSIDE,Not Applicable,,Open,2017-02-09,Clinic,Community Clinic,33.98692000,-117.35387000
306334732,BEACHSIDE BIRTH CENTER,550003679,Parent Facility,1353 OLD TEMESCAL RD,CORONA,92881,33,RIVERSIDE,Not Applicable,,Open,2017-04-04,Clinic,Alternative Birthing Center,33.85387000,-117.53772000
306334736,HEALTH TO HOPE CLINICS - MOBILE UNIT 3,550003907,Parent Facility,2880 HULEN PL,RIVERSIDE,92507,33,RIVERSIDE,Not Applicable,,Open,2017-06-25,Clinic,Community Clinic,33.98692000,-117.35387000
306334737,CIRCLE CITY DIALYSIS,550003746,Parent Facility,1180 W 6TH ST,CORONA,92882,33,RIVERSIDE,Not Applicable,,Open,2017-06-14,Clinic,Chronic Dialysis Clinic,33.87750000,-117.58639000
306334742,JURUPA VALLEY DIALYSIS,550003600,Parent Facility,8080 LIMONITE AVE,JURUPA VALLEY,92509,33,RIVERSIDE,Not Applicable,,Open,2017-07-26,Clinic,Chronic Dialysis Clinic,33.97747000,-117.46130000
306334744,RIVERSIDE LIFE SERVICES MOBILE CLINIC,550003666,Parent Facility,3727 MCCRAY ST,RIVERSIDE,92506,33,RIVERSIDE,Not Applicable,,Open,2017-04-25,Clinic,Community Clinic,33.94857000,-117.39694000
306341898,WELLSPACE HEALTH J STREET COMMUNITY HEALTH CENTER,030000139,Parent Facility,1820 J ST,SACRAMENTO,95811,34,SACRAMENTO,Not Applicable,,Open,1976-10-04,Clinic,Community Clinic,38.57709000,-121.48154000
306342208,PLANNED PARENTHOOD MAR MONTE B STREET HEALTH CTR.,030000154,Parent Facility,201 29TH ST,SACRAMENTO,95816,34,SACRAMENTO,Not Applicable,,Open,1977-09-12,Clinic,Community Clinic,38.58171000,-121.46429000
306342248,"SACRAMENTO NATIVE AMERICAN  HEALTH CENTER, INC.",030000183,Parent Facility,2020 J ST,SACRAMENTO,95811,34,SACRAMENTO,Not Applicable,,Open,1978-12-06,Clinic,Community Clinic,38.57652000,-121.47939000
306342275,SOUTH SACRAMENTO DIALYSIS CENTER,110000448,Parent Facility,7000 FRANKLIN BLVD,SACRAMENTO,95823,34,SACRAMENTO,Not Applicable,,Open,1980-12-19,Clinic,Chronic Dialysis Clinic,38.49882000,-121.46093000
306342343,MANZANITA DIALYSIS CENTER,110000452,Parent Facility,4005 MANZANITA AVE,CARMICHAEL,95608,34,SACRAMENTO,Not Applicable,,Open,1984-08-17,Clinic,Chronic Dialysis Clinic,38.63790000,-121.32811000
306344013,PLANNED PARENTHOOD - FRUITRIDGE,030000344,Parent Facility,5385 FRANKLIN BLVD,SACRAMENTO,95820,34,SACRAMENTO,Not Applicable,,Open,1988-04-01,Clinic,Community Clinic,38.52616000,-121.47208000
306344014,ANTELOPE DIALYSIS CENTER,110000455,Parent Facility,6406 TUPELO DR,CITRUS HEIGHTS,95621,34,SACRAMENTO,Not Applicable,,Open,1987-06-15,Clinic,Chronic Dialysis Clinic,38.70475000,-121.31537000
306344019,PLANNED PARENTHOOD - NORTH HIGHLANDS,030000346,Parent Facility,5700 WATT AVE,NORTH HIGHLANDS,95660,34,SACRAMENTO,Not Applicable,,Open,1988-06-15,Clinic,Community Clinic,38.67050650,-121.38237270
306344027,CARES COMMUNITY HEALTH,030000371,Parent Facility,1500 21ST ST,SACRAMENTO,95811,34,SACRAMENTO,Not Applicable,,Open,1989-05-01,Clinic,Community Clinic,38.57049000,-121.48116000
306344030,UNIVERSITY DIALYSIS CLINIC,110000456,Parent Facility,1771 STOCKTON BLVD,SACRAMENTO,95816,34,SACRAMENTO,Not Applicable,,Open,1989-04-30,Clinic,Chronic Dialysis Clinic,38.56385740,-121.46560530
306344043,ALHAMBRA DIALYSIS CENTER,110000458,Parent Facility,1315 ALHAMBRA BLVD,SACRAMENTO,95816,34,SACRAMENTO,Not Applicable,,Open,1991-02-22,Clinic,Chronic Dialysis Clinic,38.56850000,-121.46707000
306344045,"SOUTHGATE DIALYSIS CLINIC, INC.",110000460,Parent Facility,7231 E SOUTHGATE DR,SACRAMENTO,95823,34,SACRAMENTO,Not Applicable,,Open,1991-04-11,Clinic,Chronic Dialysis Clinic,38.49511000,-121.43683000
306344065,SUTTER SENIORCARE,030000453,Parent Facility,7000 FRANKLIN BLVD,SACRAMENTO,95823,34,SACRAMENTO,Not Applicable,,Open,1992-08-10,Clinic,Community Clinic,38.49882000,-121.46093000
306344070,PEACH TREE MIDTOWN,030000463,Parent Facility,1900 T ST,SACRAMENTO,95814,34,SACRAMENTO,Not Applicable,,Open,1992-12-08,Clinic,Community Clinic,38.56562860,-121.48575780
306344093,PLANNED PARENTHOOD - CAPITOL PLAZA,030000514,Parent Facility,1125 10TH ST,SACRAMENTO,95814,34,SACRAMENTO,Not Applicable,,Open,1994-02-17,Clinic,Community Clinic,38.57890000,-121.49402000
306344095,HEALTH FOR ALL FREEPORT CLINIC,030000523,Parent Facility,2118 MEADOWVIEW RD,SACRAMENTO,95832,34,SACRAMENTO,Not Applicable,,Open,1994-03-10,Clinic,Community Clinic,38.48137000,-121.49335000
306344103,SUTTER SENIORCARE SITE II,030000550,Parent Facility,1234 U ST,SACRAMENTO,95818,34,SACRAMENTO,Not Applicable,,Open,1995-04-03,Clinic,Community Clinic,38.56718000,-121.49502000
306344121,MADISON DIALYSIS CLINIC,110000470,Parent Facility,5222 MADISON AVE,SACRAMENTO,95841,34,SACRAMENTO,Not Applicable,,Open,1997-12-18,Clinic,Chronic Dialysis Clinic,38.66074000,-121.34269000
306344123,ORANGEVALE DIALYSIS CENTER,110000475,Parent Facility,9267 GREENBACK LN,ORANGEVALE,95662,34,SACRAMENTO,Not Applicable,,Open,1999-08-23,Clinic,Chronic Dialysis Clinic,38.67827000,-121.20859000
306344124,FLORIN DIALYSIS CENTER,110000476,Parent Facility,7000 STOCKTON BLVD,SACRAMENTO,95823,34,SACRAMENTO,Not Applicable,,Open,2000-02-25,Clinic,Chronic Dialysis Clinic,38.50024000,-121.43109000
306344136,RANCHO DIALYSIS CLINIC,110000513,Parent Facility,10294 ROCKINGHAM DR,SACRAMENTO,95827,34,SACRAMENTO,Not Applicable,,Open,2003-11-24,Clinic,Chronic Dialysis Clinic,38.57398000,-121.30690000
306344138,ELK GROVE DIALYSIS CENTER,110000518,Parent Facility,9281 OFFICE PARK CIR,ELK GROVE,95758,34,SACRAMENTO,Not Applicable,,Open,2004-06-29,Clinic,Chronic Dialysis Clinic,38.41878000,-121.39479000
306344142,RAI - ELK GROVE BOULEVARD - ELK GROVE,550000009,Parent Facility,8139 ELK GROVE BLVD,ELK GROVE,95758,34,SACRAMENTO,Not Applicable,,Open,2005-01-28,Clinic,Chronic Dialysis Clinic,38.40918000,-121.40699000
306344143,UNIVERSITY DIALYSIS CENTER,550000129,Parent Facility,333 UNIVERSITY AVE,SACRAMENTO,95825,34,SACRAMENTO,Not Applicable,,Open,2006-02-15,Clinic,Chronic Dialysis Clinic,38.57061000,-121.41655000
306344146,SACRAMENTO COMMUNITY CLINIC - SOUTHGATE,550000364,Parent Facility,7275 E SOUTHGATE DR,SACRAMENTO,95823,34,SACRAMENTO,Not Applicable,,Open,2006-11-21,Clinic,Community Clinic,38.49355000,-121.43766000
306344147,SACRAMENTO COMMUNITY CLINIC - DEL PASO,550000369,Parent Facility,2200 DEL PASO BLVD,SACRAMENTO,95815,34,SACRAMENTO,Not Applicable,,Open,2006-11-22,Clinic,Community Clinic,38.61013000,-121.45066000
306344148,NATOMAS DIALYSIS,550000393,Parent Facility,30 GOLDEN LAND CT,SACRAMENTO,95834,34,SACRAMENTO,Not Applicable,,Open,2006-12-22,Clinic,Chronic Dialysis Clinic,38.47572970,-121.38723270
