name,license_type,county,city,zip
RITE AID 5699 ,License Type: Pharmacy (Community),NEEDLES, SAN BERNARDINO, 92363
RITE AID 5701 ,License Type: Pharmacy (Community),REDLANDS, SAN BERNARDINO, 92373
RITE AID 5703 ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92377
RITE AID 5705 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92395
RITE AID 5706 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92392
RITE AID 5708 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
RITE AID 5709 ,License Type: Pharmacy (Community),YUCAIPA, SAN BERNARDINO, 92399
RITE AID 5710 ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92404
RITE AID 5711 ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92407
RITE AID NO 5600 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91762
RITE AID NO 5618 ,License Type: Pharmacy (Community),LEMON GROVE, SAN DIEGO, 91945
RITE AID NO 5628 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
RITE AID NO 5631 ,License Type: Pharmacy (Community),FALLBROOK, SAN DIEGO, 92028
RITE AID NO 5634 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92054
RITE AID NO 5651 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92115
RITE AID NO 5653 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92117
RITE AID NO 5687 ,License Type: Pharmacy (Community),APPLE VALLEY, SAN BERNARDINO, 92307
RITE AID NO 5697 ,License Type: Pharmacy (Community),HESPERIA, SAN BERNARDINO, 92345
RITE AID NO 6225 ,License Type: Pharmacy (Community),ALPINE, SAN DIEGO, 91901
RITE AID NO 6256 ,License Type: Pharmacy (Community),LOMA LINDA, SAN BERNARDINO, 92354
RITE AID NO 6276 ,License Type: Pharmacy (Community),HESPERIA, SAN BERNARDINO, 92345
RITE AID NO 6318 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91761
RITE AID NO 6466 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92101
RITE AID NO 6468 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
RIVERS EDGE COMMUNITY PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92128
RONS PHARMACY SERVICES ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92121
ROYAL PHARMACY GROUP ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92115
SAIL DRUG & DISCOUNT CENTER ,License Type: Pharmacy (Community),YUCAIPA, SAN BERNARDINO, 92399
SAM'S CLUB PHARMACY NO 10-6610 ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
SAM'S PHARMACY 10-6624 ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92408
SAMS PHARMACY NO 10 6235 ,License Type: Pharmacy (Community),Accusation filed, SAN DIEGO, 92115
SAMS PHARMACY NO 10-6619 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91764
SAN DIEGO COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92123
SAN DIEGO OPTIMUM COMPOUNDING ,License Type: Pharmacy (Community),POWAY, SAN DIEGO, 92064
SAN DIEGO STATE UNIVERSITY STUDENT HEALTH ,License Type: Pharmacy (Government Owned Community),SAN DIEGO, SAN DIEGO, 92182
SAN MANUEL INDIAN HEALTH CLINIC ,License Type: Pharmacy (Community),GRAND TERRACE, SAN BERNARDINO, 92313
SAN MARCOS PHARMACY ,License Type: Pharmacy (Community),SAN MARCOS, SAN DIEGO, 92078
SAN YSIDRO HEALTH CENTER PHARMACY ,License Type: Pharmacy (Community),SAN YSIDRO, SAN DIEGO, 92173
SANTA FE PHARMACY ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
SAV-ON PHARMACY #1319 ,License Type: Pharmacy (Community),REDLANDS, SAN BERNARDINO, 92373
SAV-ON PHARMACY #2303 ,License Type: Pharmacy (Community),HIGHLAND, SAN BERNARDINO, 92346
SAV-ON PHARMACY #2515 ,License Type: Pharmacy (Community),CHINO HILLS, SAN BERNARDINO, 91709
SAV-ON PHARMACY #2767 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92058
SAV-ON PHARMACY #2783 ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92019
SAV-ON PHARMACY #3177 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
SAV-ON PHARMACY #3179 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92128
SAV-ON PHARMACY #3202 ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92021
SAV-ON PHARMACY #3513 ,License Type: Pharmacy (Community),APPLE VALLEY, SAN BERNARDINO, 92307
SAV-ON PHARMACY #3592 ,License Type: Pharmacy (Community),CHINO HILLS, SAN BERNARDINO, 91709
SAV-ON PHARMACY #4713 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92027
SAV-ON PHARMACY #4786 ,License Type: Pharmacy (Community),FALLBROOK, SAN DIEGO, 92028
SAV-ON PHARMACY #599 ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91784
SAV-ON PHARMACY #704 ,License Type: Pharmacy (Community),ALPINE, SAN DIEGO, 91901
SAV-ON PHARMACY #710 ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91942
SAV-ON PHARMACY #723 ,License Type: Pharmacy (Community),SPRING VALLEY, SAN DIEGO, 91977
SAV-ON PHARMACY #725 ,License Type: Pharmacy (Community),RAMONA, SAN DIEGO, 92065
SAV-ON PHARMACY #733 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92056
SAV-ON PHARMACY #745 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92101
SAV-ON PHARMACY #750 ,License Type: Pharmacy (Community),SAN MARCOS, SAN DIEGO, 92078
SAV-ON PHARMACY #757 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91910
SAV-ON PHARMACY #758 ,License Type: Pharmacy (Community),SPRING VALLEY, SAN DIEGO, 91977
SCRIPPS HEALTH ENCINITAS AMBULATORY PHARMACY ,License Type: Pharmacy (Community),ENCINITAS, SAN DIEGO, 92024
SCRIPPS HEALTH GREEN AMBULATORY PHARMACY ,License Type: Pharmacy (Community),LA JOLLA, SAN DIEGO, 92037
SCRIPPS HEALTH MERCY AMBULATORY PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92103
SCRIPPS PHARMACY ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92376
SHARP CENTRAL PHARMACY SERVICES ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92123
SHARP CORONADO COMMUNITY PHARMACY ,License Type: Pharmacy (Community),CORONADO, SAN DIEGO, 92118
SHARP REES STEALY PHARMACY #1 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92101
SHARP REES STEALY PHARMACY #2 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91910
SHARP REES STEALY PHARMACY #4 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92121
SHARP REES STEALY PHARMACY #5 ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91942
SHARP REES STEALY PHARMACY #6 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92123
SHARP REES STEALY PHARMACY #7 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91913
SHARP REES-STEALY PHARMACY #3 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92127
SIERRA PHARMACY ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
SIERRA PHARMACY ,License Type: Pharmacy (Community),Probation, SAN BERNARDINO, 92407
SIERRA SAN ANTONIO PHARMACY ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92336
SKILLED NURSING PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92131
SOLARA MEDICAL SUPPLIES LLC ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91913
SOUTHERN CALIFORNIA COMPOUNDING PHARMACY LLC ,License Type: Pharmacy (Community),Probation, SAN DIEGO, 92121
SOUTHERN INDIAN HEALTH COUNCIL ,License Type: Pharmacy (Government Owned Community),ALPINE, SAN DIEGO, 91901
SOUTHERN INDIAN HEALTH COUNCIL INC ,License Type: Pharmacy (Government Owned Community),CAMPO, SAN DIEGO, 91906
ST HELEN'S MEDICAL PHARMACY ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
ST MINA PHARMACY AND HOME CARE ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
ST. MINA PHARMACY ,License Type: Pharmacy (Community),Accusation filed, SAN BERNARDINO, 92335
STAR PHARMACY ,License Type: Pharmacy (Community),JOSHUA TREE, SAN BERNARDINO, 92252
STUDENT HLTH CTR PHCY S BERNARDINO ,License Type: Pharmacy (Government Owned Community),SAN BERNARDINO, SAN BERNARDINO, 92407
SUITECARE PHARMACY ,License Type: Pharmacy (Community),NATIONAL CITY, SAN DIEGO, 91950
SUPERIOR CARE PHARMACY ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92020
SYCUAN MEDICAL DENTAL PHARMACY ,License Type: Pharmacy (Government Owned Community),EL CAJON, SAN DIEGO, 92019
T.H.E. PHARMACY ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91786
TEPLOW DRUGS ,License Type: Pharmacy (Community),BARSTOW, SAN BERNARDINO, 92311
THE JOHN M & SALLY B THORNTON HOSPITAL ,License Type: Pharmacy (Government Owned Community),LA JOLLA, SAN DIEGO, 92037
THE MEDICINE SHOPPE ,License Type: Pharmacy (Community),PHELAN, SAN BERNARDINO, 92371
THE MEDICINE SHOPPE ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92139
THE MEDICINE SHOPPE ,License Type: Pharmacy (Community),MONTCLAIR, SAN BERNARDINO, 91763
THE MEDICINE SHOPPE PHARMACY ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91762
THE PRESCRIPTION SHOPPE ,License Type: Pharmacy (Community),BARSTOW, SAN BERNARDINO, 92311
THRIFTY PAYLESS INC DBA RITE AID #6795 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92109
THRIFTY PAYLESS INC RITE AID #5700 ,License Type: Pharmacy (Community),PHELAN, SAN BERNARDINO, 92371
TRIAD ISOTOPES ,License Type: Pharmacy (Community),LOMA LINDA, SAN BERNARDINO, 92354
TRILLIUM PHARMACY ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
UC SAN DIEGO STUDENT HEALTH SVC PHY ,License Type: Pharmacy (Government Owned Community),LA JOLLA, SAN DIEGO, 92093
UCSD HOME INFUSION PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN DIEGO, SAN DIEGO, 92123
UCSD MEDICAL OFFICES SOUTH PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN DIEGO, SAN DIEGO, 92103
UCSD MOORES CANCER CENTER ,License Type: Pharmacy (Government Owned Community),LA JOLLA, SAN DIEGO, 92093
UCSD OUTPATIENT PAVILION PHARMACY ,License Type: Pharmacy (Government Owned Community),LA JOLLA, SAN DIEGO, 92037
UCSD RESEARCH PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN DIEGO, SAN DIEGO, 92103
UCSD-ALTMAN CLINICAL TRANSLATIONAL RESEARCH INSTITUTE - RESEARCH ,License Type: Pharmacy (Government Owned Community),LA JOLLA, SAN DIEGO, 92037
UCSD-SDCC INFUSION PHARMACY ,License Type: Pharmacy (Government Owned Community),ENCINITAS, SAN DIEGO, 92024
UCSD-SDCC RETAIL PHARMACY ,License Type: Pharmacy (Government Owned Community),ENCINITAS, SAN DIEGO, 92024
UNION PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
UNITED PHARMACY ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
UNITED PHARMACY SOLUTIONS ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
UNIVERSITY COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),Probation Terminated/Completed, SAN DIEGO, 92101
UPLAND PHARMACY ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91786
"VETERANS HOME OF CA, CHULA VISTA PHY ",License Type: Pharmacy (Government Owned Community),CHULA VISTA, SAN DIEGO, 91911
VIDA DRUG STORE AND PHARMACY ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91762
VIET PHARMACY AND MEDICAL SUPPLIES ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92115
VILLA PHARMACY ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91761
VILLAGE PHARMACY ,License Type: Pharmacy (Community),FALLBROOK, SAN DIEGO, 92028
VILLAGE ROSE PHARMACY ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91941
VIP PHARMACY ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
VISTA CARE PHARMACY ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92395
VISTA COMMUNITY CLINIC ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92054
VISTA COMMUNITY CLINIC PHARMACY ,License Type: Pharmacy (Community),VISTA, SAN DIEGO, 92084
VIVA PHARMACY ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92404
VONS PHARMACY #1734 ,License Type: Pharmacy (Community),REDLANDS, SAN BERNARDINO, 92374
VONS PHARMACY #1742 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92336
VONS PHARMACY #1796 ,License Type: Pharmacy (Community),YUCAIPA, SAN BERNARDINO, 92399
VONS PHARMACY #1797 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92130
VONS PHARMACY #1897 ,License Type: Pharmacy (Community),SANTEE, SAN DIEGO, 92071
VONS PHARMACY #2012 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92122
VONS PHARMACY #2053 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92110
VONS PHARMACY #2065 ,License Type: Pharmacy (Community),CARLSBAD, SAN DIEGO, 92009
VONS PHARMACY #2071 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91915
VONS PHARMACY #2079 ,License Type: Pharmacy (Community),RANCHO BERNARDO, SAN DIEGO, 92128
VONS PHARMACY #2081 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92129
VONS PHARMACY #2093 ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91941
VONS PHARMACY #2107 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92131
VONS PHARMACY #2115 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92154
VONS PHARMACY #2118 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92123
VONS PHARMACY #2131 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92392
VONS PHARMACY #2144 ,License Type: Pharmacy (Community),ENCINITAS, SAN DIEGO, 92024
VONS PHARMACY #2156 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92027
VONS PHARMACY #2323 ,License Type: Pharmacy (Community),LA JOLLA, SAN DIEGO, 92037
VONS PHARMACY #2327 ,License Type: Pharmacy (Community),SOLANA BEACH, SAN DIEGO, 92075
VONS PHARMACY #2344 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
VONS PHARMACY #2345 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92026
VONS PHARMACY #2352 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92115
VONS PHARMACY #2355 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92104
VONS PHARMACY #2358 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92116
VONS PHARMACY #2360 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92057
VONS PHARMACY #2376 ,License Type: Pharmacy (Community),BARSTOW, SAN BERNARDINO, 92311
VONS PHARMACY #2681 ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91786
VONS PHARMACY #2724 ,License Type: Pharmacy (Community),CARLSBAD, SAN DIEGO, 92009
VONS PHARMACY #2735 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92106
VONS PHARMACY #2784 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92103
VONS PHARMACY #2826 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91915
VONS PHARMACY #3044 ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92020
VONS PHARMACY #3058 ,License Type: Pharmacy (Community),YUCCA VALLEY, SAN BERNARDINO, 92284
VONS PHARMACY #3323 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92129
VONS PHARMACY #3330 ,License Type: Pharmacy (Community),SAN MARCOS, SAN DIEGO, 92078
VONS PHARMACY #4018 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92131
WAL MART PHARMACY  10 1756 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
WAL MART PHARMACY 10 1588 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92395
WAL MART PHARMACY 10 1693 ,License Type: Pharmacy (Community),REDLANDS, SAN BERNARDINO, 92373
WAL MART PHARMACY 10 1922 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91739
WAL MART PHARMACY 10 2094 ,License Type: Pharmacy (Community),VISTA, SAN DIEGO, 92083
WAL MART PHARMACY 10 2150 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92154
WAL MART PHARMACY 10 2253 ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92021
WAL MART PHARMACY 10 2291 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91910
WAL MART PHARMACY 10 2333 ,License Type: Pharmacy (Community),APPLE VALLEY, SAN BERNARDINO, 92307
WAL-MART PHARMACY #10-1692 ,License Type: Pharmacy (Community),COLTON, SAN BERNARDINO, 92324
WAL-MART PHARMACY #10-1700 ,License Type: Pharmacy (Community),POWAY, SAN DIEGO, 92064
WAL-MART PHARMACY #10-1915 ,License Type: Pharmacy (Community),YUCCA VALLEY, SAN BERNARDINO, 92284
WAL-MART PHARMACY #10-1917 ,License Type: Pharmacy (Community),SANTEE, SAN DIEGO, 92071
WAL-MART PHARMACY #10-1992 ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91786
WAL-MART PHARMACY 10-1914 ,License Type: Pharmacy (Community),HIGHLAND, SAN BERNARDINO, 92346
WAL-MART PHARMACY 10-2245 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92057
WAL-MART PHARMACY 10-3084 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92027
WAL-MART PHARMACY 10-3131 ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92376
WAL-MART PHARMACY 10-3796 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91762
WAL-MART PHARMACY 10-4340 ,License Type: Pharmacy (Community),HESPERIA, SAN BERNARDINO, 92345
WAL-MART PHARMACY 10-5305 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91911
WAL-MART PHARMACY 10-5637 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92054
WAL-MART PHARMACY 10-5638 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92102
WAL-MART PHARMACY 10-5684 ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91942
WAL-MART PHARMACY 10-5691 ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91786
WAL-MART PHARMACY 10-5886 ,License Type: Pharmacy (Community),ENCINITAS, SAN DIEGO, 92024
WAL-MART PHARMACY 10-5938 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92154
WAL-MART PHARMACY 10-5996 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
WALGREEN CO. D/B/A WALGREENS #13834 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92114
WALGREENS #01870 ,License Type: Pharmacy (Community),APPLE VALLEY, SAN BERNARDINO, 92308
WALGREENS #02223 ,License Type: Pharmacy (Community),HESPERIA, SAN BERNARDINO, 92345
WALGREENS #02623 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91911
WALGREENS #05300 ,License Type: Pharmacy (Community),HIGHLAND, SAN BERNARDINO, 92346
WALGREENS #05348 ,License Type: Pharmacy (Community),YUCAIPA, SAN BERNARDINO, 92399
WALGREENS #05372 ,License Type: Pharmacy (Community),Probation, SAN BERNARDINO, 92335
WALGREENS #05455 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
WALGREENS #05456 ,License Type: Pharmacy (Community),VISTA, SAN DIEGO, 92083
WALGREENS #05478 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91701
WALGREENS #05506 ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92376
WALGREENS #05528 ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92407
WALGREENS #05555 ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92376
WALGREENS #05556 ,License Type: Pharmacy (Community),HESPERIA, SAN BERNARDINO, 92345
WALGREENS #05652 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91737
WALGREENS #05700 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92027
WALGREENS #05844 ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92021
WALGREENS #06061 ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91786
WALGREENS #06094 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92110
WALGREENS #06147 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91761
WALGREENS #06255 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91910
WALGREENS #06399 ,License Type: Pharmacy (Community),YUCCA VALLEY, SAN BERNARDINO, 92284
WALGREENS #06438 ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
WALGREENS #06656 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92104
WALGREENS #06685 ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92404
WALGREENS #07176 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92119
WALGREENS #07751 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92056
WALGREENS #07867 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91915
WALGREENS #07869 ,License Type: Pharmacy (Community),NATIONAL CITY, SAN DIEGO, 91950
WALGREENS #07976 ,License Type: Pharmacy (Community),REDLANDS, SAN BERNARDINO, 92374
WALGREENS #09105 ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92376
WALGREENS #09183 ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92411
WALGREENS #09254 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92392
WALGREENS #09389 ,License Type: Pharmacy (Community),VISTA, SAN DIEGO, 92083
WALGREENS #09433 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92058
WALGREENS #09588 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92336
WALGREENS #09780 ,License Type: Pharmacy (Community),HESPERIA, SAN BERNARDINO, 92345
WALGREENS #09817 ,License Type: Pharmacy (Community),SANTEE, SAN DIEGO, 92071
WALGREENS #10142 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
WALGREENS #10202 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91762
WALGREENS #10420 ,License Type: Pharmacy (Community),BIG BEAR LAKE, SAN BERNARDINO, 92315
WALGREENS #10467 ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92404
WALGREENS #10768 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92337
WALGREENS #11081 ,License Type: Pharmacy (Community),FALLBROOK, SAN DIEGO, 92028
WALGREENS #11472 ,License Type: Pharmacy (Community),CHINO HILLS, SAN BERNARDINO, 91709
WALGREENS #11653 ,License Type: Pharmacy (Community),ENCINITAS, SAN DIEGO, 92024
WALGREENS #11654 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92126
WALGREENS #11989 ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92376
WALGREENS #11990 ,License Type: Pharmacy (Community),LAKESIDE, SAN DIEGO, 92040
WALGREENS #12143 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
WALGREENS #12332 ,License Type: Pharmacy (Community),APPLE VALLEY, SAN BERNARDINO, 92307
WALGREENS #12421 ,License Type: Pharmacy (Community),POWAY, SAN DIEGO, 92064
WALGREENS #12547 ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92377
WALGREENS #12576 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92394
WALGREENS #12841 ,License Type: Pharmacy (Community),GRAND TERRACE, SAN BERNARDINO, 92313
WALGREENS #12862 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92392
WALGREENS #12915 ,License Type: Pharmacy (Community),LEMON GROVE, SAN DIEGO, 91945
WALGREENS #13052 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92056
WALGREENS #13161 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92105
WALGREENS #13859 ,License Type: Pharmacy (Community),CORONADO, SAN DIEGO, 92118
WALGREENS #15388 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92103
WALMART PHARMACY #10-1879 ,License Type: Pharmacy (Community),BARSTOW, SAN BERNARDINO, 92311
WALMART PHARMACY #10-3494 ,License Type: Pharmacy (Community),SAN MARCOS, SAN DIEGO, 92069
WALMART PHARMACY #10-3516 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91915
WALMART PHARMACY #10-3524 ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92020
WALMART PHARMACY #10-3947 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91910
WALMART PHARMACY #10-4169 ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92021
WALMART PHARMACY #10-5023 ,License Type: Pharmacy (Community),NATIONAL CITY, SAN DIEGO, 91950
WALMART PHARMACY #10-5075 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92056
WALMART PHARMACY #10-5338 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
WALMART PHARMACY 10 2177 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92123
