name,license_type,county,city,zip
THEO PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
THRIFTY PAYLESS INC DBA RITE AID #5497 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
THRIFTY PAYLESS INC DBA RITE AID #6717 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
THRIFTY PAYLESS INC RITE AID #6743 ,License Type: Pharmacy (Community),RANCHO MISSION VIEJO, ORANGE, 92694
THU VAN PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
TIGOM LLC / DBA MP PHARMACY II ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
TLC XPRESS PHARMACY ,License Type: Pharmacy (Community),Probation, ORANGE, 92708
TNT PHARMACY 2 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
TOP DRUGS PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92841
TOTAL CARE RX PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
TOWER PHARMACY ,License Type: Pharmacy (Community),Probation, ORANGE, 92691
TRAN PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
TRAN PHARMACY #2 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
TRINITY CARE RX ,License Type: Pharmacy (Community),STANTON, ORANGE, 90680
TRINITY MISSION PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
TRUCARE PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
TRUE CARE PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
TT PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
TUSTIN PHARMACY ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
TUSTIN PREMIER PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92866
UC IRVINE HEALTH - OUTPATIENT PHARMACY ,License Type: Pharmacy (Government Owned Community),ORANGE, ORANGE, 92868
UC IRVINE HEALTH CANCER CENTER - NEWPORT ,License Type: Pharmacy (Government Owned Community),COSTA MESA, ORANGE, 92627
UCI FAMILY HEALTH CENTER ,License Type: Pharmacy (Government Owned Community),SANTA ANA, ORANGE, 92701
UNIPHARMA INC ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
UNIVERSITY OF CA IRVINE MEDICAL CTR ,License Type: Pharmacy (Government Owned Community),ORANGE, ORANGE, 92868
US BIOSERVICES ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92807
VALUE CARE PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92805
VALUE RX PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
VALUE SCRIPTS PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
VAN PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
VIA LIDO DRUGS ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92663
VILLA PARK PHARMACY ,License Type: Pharmacy (Community),VILLA PARK, ORANGE, 92861
VISTA DRUG ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
VN DRUGS ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
VONS PHARMACY #1626 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
VONS PHARMACY #2091 ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
VONS PHARMACY #2206 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
VONS PHARMACY #2335 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92865
VONS PHARMACY #3069 ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
VONS PHARMACY #3160 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92646
WAGNER PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
WAL MART PHARMACY 10 2218 ,License Type: Pharmacy (Community),FOOTHILL RANCH, ORANGE, 92610
WAL MART PHARMACY 10 2495 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
WAL-MART PHARMACY 10-2242 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
WAL-MART PHARMACY 10-3099 ,License Type: Pharmacy (Community),LA PALMA, ORANGE, 90623
WAL-MART PHARMACY 10-4134 ,License Type: Pharmacy (Community),STANTON, ORANGE, 90680
WAL-MART PHARMACY 10-4171 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92841
WAL-MART PHARMACY 10-5600 ,License Type: Pharmacy (Community),RANCHO SANTA MARGARITA, ORANGE, 92688
WAL-MART PHARMACY 10-5601 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
WAL-MART PHARMACY 10-5639 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
WAL-MART PHARMACY 10-5640 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92805
WAL-MART PHARMACY 10-5641 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
WAL-MART PHARMACY 10-5644 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92606
WAL-MART PHARMACY 10-5687 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
WALGREEN CO D/B/A WALGREENS #09977 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92802
WALGREENS #01750 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92831
WALGREENS #02162 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
WALGREENS #03560 ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
WALGREENS #03588 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
WALGREENS #03636 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
WALGREENS #03674 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
WALGREENS #03747 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
WALGREENS #03936 ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
WALGREENS #04207 ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
WALGREENS #04354 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
WALGREENS #05672 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
WALGREENS #05744 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
WALGREENS #05771 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
WALGREENS #05881 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
WALGREENS #05972 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
WALGREENS #06157 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
WALGREENS #06187 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92845
WALGREENS #06215 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92833
WALGREENS #06388 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
WALGREENS #06446 ,License Type: Pharmacy (Community),STANTON, ORANGE, 90680
WALGREENS #06726 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
WALGREENS #06954 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
WALGREENS #06975 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
WALGREENS #07286 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
WALGREENS #07629 ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
WALGREENS #07679 ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90620
WALGREENS #09089 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92646
WALGREENS #09197 ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
WALGREENS #09533 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
WALGREENS #09534 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
WALGREENS #09843 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92692
WALGREENS #09883 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92620
WALGREENS #10336 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92866
WALGREENS #10397 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92706
WALGREENS #10629 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
WALGREENS #10630 ,License Type: Pharmacy (Community),LA PALMA, ORANGE, 90623
WALGREENS #10852 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
WALGREENS #11241 ,License Type: Pharmacy (Community),ALISO VIEJO, ORANGE, 92656
WALGREENS #11652 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
WALGREENS #11786 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
WALGREENS #12140 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92649
WALGREENS #12573 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
WALGREENS #12682 ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
WALGREENS #12916 ,License Type: Pharmacy (Community),RANCHO SANTA MARGARITA, ORANGE, 92688
WALMART PHARMACY 10 2206 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
WALMART PHARMACY 10 2517 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
WALMART PHARMACY 10 2523 ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
WALMART PHARMACY 10 2546 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92865
WALMART PHARMACY 10-3101 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
WALMART PHARMACY 10-5930 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
WALMART PHARMACY NO 10 2527 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
WALMART PHARMACY NO 10-2636 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92646
WALMART PHARMACY NO 10-3248 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
WALMART PHARMACY NO 10-5032 ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90620
WALNUT VILLAGE PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
WARNER VILLAGE PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
WELLCARE RX ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
WEST DRUG ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
WEST PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
WESTCLIFF COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
WESTMED PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
WHITE FRONT PHARMACY ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
WHOLE HEALTH PHARMACY ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
WOW PHARMACY ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
WOW PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
XUANS PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
YORBA LINDA PHARMACY ,License Type: Pharmacy (Community),Accusation filed, ORANGE, 92807
