,name,license_type,county,city,zip
491,SAN BRUNO JAIL PHARMACY CJ#7 ,License Type: Correctional Pharmacy,SAN BRUNO, SAN MATEO, 94066
492,SAN JOAQUIN COUNTY CORRECTIONAL HEALTH CARE PHY ,License Type: Correctional Pharmacy,FRENCH CAMP, SAN JOAQUIN, 95231
493,SAN JOSE COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95128
494,SAN JOSE PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95116
495,SAN MATEO MEDICAL CENTER ,License Type: Pharmacy (Government Owned Community),SAN MATEO, SAN MATEO, 94403
496,SAN MATEO MEDICAL CENTER LTC PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN MATEO, SAN MATEO, 94403
497,SAN MATEO NEIGHBORHOOD PHARMACY ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94403
498,SAN YSIDRO PHARMACY INC ,License Type: Pharmacy (Community),Accusation filed, SANTA BARBARA, 93108
499,SANTA BARBARA COTTAGE HOSPITAL DISCHARGE PHARMACY ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93102
500,SANTA BARBARA SPECIALTY PHARMACY LLC ,License Type: Pharmacy (Community),CARPINTERIA, SANTA BARBARA, 93013
501,SANTA CLARA VALLEY MED CTR-OUTPATNT PHY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95128
502,SANTA CLARA VALLEY MEDICAL CENTER - ONCOLOGY INFUSION PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95128
503,SANTA CLARA VALLEY MEDICAL CENTER DISCHARGE PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95128
504,SANTA CRUZ RX ,License Type: Pharmacy (Community),PASO ROBLES, SAN LUIS OBISPO, 93446
505,SAV-ON PHARMACY #1348 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
506,SAV-ON PHARMACY #1394 ,License Type: Pharmacy (Community),ORCUTT, SANTA BARBARA, 93455
507,SAV-ON PHARMACY #314 ,License Type: Pharmacy (Community),PASO ROBLES, SAN LUIS OBISPO, 93446
508,SAV-ON PHARMACY #3171 ,License Type: Pharmacy (Community),LOMPOC, SANTA BARBARA, 93436
509,SAV-ON PHARMACY #355 ,License Type: Pharmacy (Community),CARPINTERIA, SANTA BARBARA, 93013
510,SAVCO PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95128
511,SAVE MART SUPERMARKETS #100 ,License Type: Pharmacy (Community),RIPON, SAN JOAQUIN, 95366
512,SAVE MART SUPERMARKETS #39 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
513,SAVE MART SUPERMARKETS #781 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95376
514,SAVE MART SUPERMARKETS #94 ,License Type: Pharmacy (Community),LATHROP, SAN JOAQUIN, 95330
515,SCRIPTSITE PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94102
516,SCVH & HS REFILL CENTER PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95128
517,SENTER PHARMACY INC. ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95111
518,SEVENTEEN FIFTY MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),BURLINGAME, SAN MATEO, 94010
519,SILICON VALLEY PHARMACY ,License Type: Pharmacy (Community),Public Reprimand, SANTA CLARA, 95032
520,SOFIE CO ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
521,SORCI HEALTHCARE LTC PHARMACY ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95032
522,SORCI HEALTHCARE PHARMACY ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95032
523,SOUTH COUNTY COMMUNITY HEALTH CENTER INC DBA RAVENSWOOD FAMILY HE ,License Type: Pharmacy (Community),EAST PALO ALTO, SAN MATEO, 94303
524,SOUTH VALLEY PHARMACY SERVICES ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
525,ST JAMES HEALTH CENTER PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95112
526,ST MARY'S MEDICAL CENTER CLINIC PHY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94117
527,STANFORD HEALTH CARE ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
528,STANFORD HEALTH CARE ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
529,STANFORD HEALTH CARE ,License Type: Pharmacy (Community),STANFORD, SANTA CLARA, 94305
530,STANFORD HEALTH CARE PAVILION C-1 PHARMACY ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
531,STANFORD HEALTH CARE PHARMACY ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94305
532,STANFORD NEUROSCIENCE HEALTH CENTER PHARMACY ,License Type: Pharmacy (Community),STANFORD, SANTA CLARA, 94305
533,STANFORD SOUTH BAY CANCER CENTER PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95124
534,STANFORD UNIV STUDENT HEALTH CTR PHY ,License Type: Pharmacy (Community),STANFORD, SANTA CLARA, 94305
535,STAR DRUG CO ,License Type: Pharmacy (Community),SANTA YNEZ, SANTA BARBARA, 93460
536,STARS PHARMACY ,License Type: Pharmacy (Community),GUADALUPE, SANTA BARBARA, 93434
537,STRIPLIN'S PHARMACY ,License Type: Pharmacy (Community),MANTECA, SAN JOAQUIN, 95336
538,STUDENT HEALTH SERV PHCY SF ,License Type: Pharmacy (Government Owned Community),SAN FRANCISCO, SAN FRANCISCO, 94132
539,STUDENT HEALTH SERVICES ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95192
540,SUN PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95122
541,SUNSHINE CENTER PHARMACY ,License Type: Pharmacy (Community),S SAN FRANCISCO, SAN MATEO, 94080
542,SUTTER PROFESSIONAL PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94115
543,SUTTER TRACY OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95376
544,TED'S VILLAGE PHARMACY INC ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94403
545,THE PILL CLUB ,License Type: Pharmacy (Community),SAN CARLOS, SAN MATEO, 94070
546,THOUSAND CRANES PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94115
547,THRIFTY PAYLESS INC DBA RITE AID #5822 ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93405
548,TIFFANY THU INC DBA KING PHARMACY & DME ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95116
549,TORGSYN DISCOUNT PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94121
550,TRI-CITY PHARMACY ,License Type: Pharmacy (Community),MILPITAS, SANTA CLARA, 95035
551,TRIAD ISOTOPES ,License Type: Pharmacy (Community),SOUTH SAN FRANCISCO, SAN MATEO, 94080
552,TULLY MEDICAL CLINIC PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95121
553,UCSB STUDENT HEALTH SERVICE PHARMACY ,License Type: Pharmacy (Government Owned Community),SANTA BARBARA, SANTA BARBARA, 93106
554,UCSF AMBULATORY CARE CTR OUTPATIENT ,License Type: Pharmacy (Government Owned Community),SAN FRANCISCO, SAN FRANCISCO, 94143
555,VALLEY HEALTH CENTER AT BASCOM PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95128
556,VALLEY HEALTH CENTER AT DOWNTOWN PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95112
557,VALLEY HEALTH CENTER AT EAST VALLEY PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95116
558,VALLEY HEALTH CENTER AT GILROY PHARMACY ,License Type: Pharmacy (Government Owned Community),GILROY, SANTA CLARA, 95020
559,VALLEY HEALTH CENTER AT LENZEN PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95126
560,VALLEY HEALTH CENTER AT MOORPARK PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95128
561,VALLEY HEALTH CENTER AT SUNNYVALE PHARMACY ,License Type: Pharmacy (Government Owned Community),SUNNYVALE, SANTA CLARA, 94086
562,VALLEY HEALTH CENTER AT TULLY PHARMACY ,License Type: Pharmacy (Government Owned Community),SAN JOSE, SANTA CLARA, 95111
563,VHC @ MILPITAS PHARMACY ,License Type: Pharmacy (Government Owned Community),MILPITAS, SANTA CLARA, 95035
564,VIET TOWN PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95122
565,VINEYARD PHARMACY & GIFTS ,License Type: Pharmacy (Community),ESCALON, SAN JOAQUIN, 95320
566,VISITACION VALLEY PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94134
567,VONS PHARMACY #1621 ,License Type: Pharmacy (Community),NIPOMO, SAN LUIS OBISPO, 93444
568,VONS PHARMACY #1738 ,License Type: Pharmacy (Community),LOMPOC, SANTA BARBARA, 93436
569,VONS PHARMACY #2101 ,License Type: Pharmacy (Community),MONTECITO, SANTA BARBARA, 93108
570,VONS PHARMACY #2306 ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
571,VONS PHARMACY #2560 ,License Type: Pharmacy (Community),GROVER BEACH, SAN LUIS OBISPO, 93433
572,WAL MART PHARMACY  10 1989 ,License Type: Pharmacy (Community),LOMPOC, SANTA BARBARA, 93436
573,WAL MART PHARMACY 10 2119 ,License Type: Pharmacy (Community),MILPITAS, SANTA CLARA, 95035
574,WAL-MART PHARMACY #10-1554 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95212
575,WAL-MART PHARMACY 10-1840 ,License Type: Pharmacy (Community),MANTECA, SAN JOAQUIN, 95337
576,WAL-MART PHARMACY 10-2002 ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
577,WAL-MART PHARMACY 10-2025 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95304
578,WAL-MART PHARMACY 10-2099 ,License Type: Pharmacy (Community),PASO ROBLES, SAN LUIS OBISPO, 93446
579,WAL-MART PHARMACY 10-3022 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95210
580,WAL-MART PHARMACY 10-3023 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95135
581,WAL-MART PHARMACY 10-3025 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95129
582,WAL-MART PHARMACY 10-3352 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95219
583,WAL-MART PHARMACY 10-5658 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
584,WAL-MART PHARMACY 10-5659 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
585,WAL-MART PHARMACY 10-5766 ,License Type: Pharmacy (Community),MORGAN HILL, SANTA CLARA, 95037
586,WAL-MART STORES 10-5884 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95118
587,WALGREENS #00063 ,License Type: Pharmacy (Community),BELMONT, SAN MATEO, 94002
588,WALGREENS #00324 ,License Type: Pharmacy (Community),DALY CITY, SAN MATEO, 94015
589,WALGREENS #00625 ,License Type: Pharmacy (Community),MILLBRAE, SAN MATEO, 94030
590,WALGREENS #00689 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94040
591,WALGREENS #00840 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95129
592,WALGREENS #00842 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95133
593,WALGREENS #00887 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
594,WALGREENS #00890 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94102
595,WALGREENS #00893 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94133
596,WALGREENS #00896 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
597,WALGREENS #00900 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95132
598,WALGREENS #01054 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94110
599,WALGREENS #01109 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94131
600,WALGREENS #01120 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94112
601,WALGREENS #01126 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94103
602,WALGREENS #01179 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95121
603,WALGREENS #01241 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94116
604,WALGREENS #01283 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94102
605,WALGREENS #01297 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94107
606,WALGREENS #01327 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94114
607,WALGREENS #01393 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94112
608,WALGREENS #01403 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94123
609,WALGREENS #01626 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94134
610,WALGREENS #01807 ,License Type: Pharmacy (Community),DALY CITY, SAN MATEO, 94014
611,WALGREENS #02005 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94132
612,WALGREENS #02081 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95122
613,WALGREENS #02088 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94114
614,WALGREENS #02125 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94133
615,WALGREENS #02126 ,License Type: Pharmacy (Community),Probation, SAN MATEO, 94070
616,WALGREENS #02152 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94115
617,WALGREENS #02153 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94102
618,WALGREENS #02244 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94124
619,WALGREENS #02265 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95125
620,WALGREENS #02384 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95124
621,WALGREENS #02434 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95376
622,WALGREENS #02521 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94104
623,WALGREENS #02612 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95050
624,WALGREENS #02680 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95204
625,WALGREENS #02705 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94122
626,WALGREENS #02739 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95123
627,WALGREENS #02740 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
628,WALGREENS #02770 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95210
629,WALGREENS #02786 ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95032
630,WALGREENS #02866 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94115
631,WALGREENS #02939 ,License Type: Pharmacy (Community),SAN BRUNO, SAN MATEO, 94066
632,WALGREENS #02957 ,License Type: Pharmacy (Community),CAMPBELL, SANTA CLARA, 95008
633,WALGREENS #02961 ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95242
634,WALGREENS #03185 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94103
635,WALGREENS #03296 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94401
636,WALGREENS #03344 ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94306
637,WALGREENS #03346 ,License Type: Pharmacy (Community),SOUTH SAN FRANCISCO, SAN MATEO, 94080
638,WALGREENS #03358 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
639,WALGREENS #03378 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95118
640,WALGREENS #03380 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94087
641,WALGREENS #03383 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94108
642,WALGREENS #03445 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95148
643,WALGREENS #03475 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94121
644,WALGREENS #03624 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94111
645,WALGREENS #03671 ,License Type: Pharmacy (Community),MILPITAS, SANTA CLARA, 95035
646,WALGREENS #03706 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
647,WALGREENS #03707 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94115
648,WALGREENS #03711 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94110
649,WALGREENS #03754 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95126
650,WALGREENS #03849 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
651,WALGREENS #03869 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94122
652,WALGREENS #04231 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94110
653,WALGREENS #04275 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94105
654,WALGREENS #04318 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94114
655,WALGREENS #04372 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95112
656,WALGREENS #04416 ,License Type: Pharmacy (Community),CUPERTINO, SANTA CLARA, 95014
657,WALGREENS #04492 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94111
658,WALGREENS #04516 ,License Type: Pharmacy (Community),MORGAN HILL, SANTA CLARA, 95037
659,WALGREENS #04529 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94114
660,WALGREENS #04558 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94102
661,WALGREENS #04570 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94116
662,WALGREENS #04609 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94103
663,WALGREENS #04680 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94102
664,WALGREENS #05006 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94403
665,WALGREENS #05219 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95113
666,WALGREENS #05365 ,License Type: Pharmacy (Community),DALY CITY, SAN MATEO, 94014
667,WALGREENS #05454 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95116
668,WALGREENS #05480 ,License Type: Pharmacy (Community),MILPITAS, SANTA CLARA, 95035
669,WALGREENS #05487 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94124
670,WALGREENS #05599 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
671,WALGREENS #06287 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
672,WALGREENS #06288 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
673,WALGREENS #06289 ,License Type: Pharmacy (Community),GOLETA, SANTA BARBARA, 93117
674,WALGREENS #06290 ,License Type: Pharmacy (Community),LOMPOC, SANTA BARBARA, 93436
675,WALGREENS #06291 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94105
676,WALGREENS #06557 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94117
677,WALGREENS #06585 ,License Type: Pharmacy (Community),CAMPBELL, SANTA CLARA, 95008
678,WALGREENS #06625 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94123
679,WALGREENS #06655 ,License Type: Pharmacy (Community),BURLINGAME, SAN MATEO, 94010
680,WALGREENS #06869 ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94306
681,WALGREENS #07043 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94102
682,WALGREENS #07044 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94105
683,WALGREENS #07079 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95125
684,WALGREENS #07080 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94087
685,WALGREENS #07087 ,License Type: Pharmacy (Community),MENLO PARK, SAN MATEO, 94025
686,WALGREENS #07088 ,License Type: Pharmacy (Community),LOS ALTOS, SANTA CLARA, 94022
687,WALGREENS #07150 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94112
688,WALGREENS #07210 ,License Type: Pharmacy (Community),ATASCADERO, SAN LUIS OBISPO, 93422
689,WALGREENS #07326 ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95030
690,WALGREENS #07970 ,License Type: Pharmacy (Community),MILLBRAE, SAN MATEO, 94030
691,WALGREENS #09516 ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
692,WALGREENS #09716 ,License Type: Pharmacy (Community),RIPON, SAN JOAQUIN, 95366
693,WALGREENS #09723 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95209
694,WALGREENS #09782 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94087
695,WALGREENS #09886 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94110
696,WALGREENS #10044 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94114
697,WALGREENS #10454 ,License Type: Pharmacy (Community),MANTECA, SAN JOAQUIN, 95336
698,WALGREENS #10482 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95210
699,WALGREENS #10631 ,License Type: Pharmacy (Community),LATHROP, SAN JOAQUIN, 95330
700,WALGREENS #10766 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95377
701,WALGREENS #11261 ,License Type: Pharmacy (Community),PACIFICA, SAN MATEO, 94044
702,WALGREENS #11385 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94110
703,WALGREENS #12257 ,License Type: Pharmacy (Community),BURLINGAME, SAN MATEO, 94010
704,WALGREENS #12548 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95118
705,WALGREENS #12549 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95205
706,WALGREENS #13583 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
707,WALGREENS #13596 ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94301
708,WALGREENS #13666 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
709,WALGREENS #13667 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
710,WALGREENS #13668 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94102
711,WALGREENS #13670 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94127
712,WALGREENS #13948 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94040
713,WALGREENS #13984 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95205
714,WALGREENS #15127 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94133
715,WALGREENS #15246 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95050
716,WALGREENS #15331 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94143
717,WALGREENS #15397 ,License Type: Pharmacy (Community),SOUTH SAN FRANCISCO, SAN MATEO, 94080
718,WALGREENS #15398 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
719,WALGREENS #16373 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94158
720,WALGREENS #16564 ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94301
721,WALMART PHARMACY #10-5435 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95122
722,WALMART PHARMACY 10-1789 ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95242
723,WALMART PHARMACY 10-2280 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94040
724,WALMART PHARMACY 10-2486 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95129
725,WALMART PHARMACY 10-3123 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95054
726,WALMART PHARMACY 10-4174 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95112
727,WALMART PHARMACY NO 10 2507 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93455
728,WALMART PHARMACY NO 10 2556 ,License Type: Pharmacy (Community),ARROYO GRANDE, SAN LUIS OBISPO, 93420
729,WELLMAN'S PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94133
730,WELLMAN'S PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94108
731,WELLNESS PHARMACY ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95032
732,YOUNGS PAYLESS PHARMACY ,License Type: Pharmacy (Community),LOCKEFORD, SAN JOAQUIN, 95237
